IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.18.4.101,10,10,0.00,211.48,0.00,LAX
104.17.77.110,10,10,0.00,211.70,0.00,SJC
172.67.82.162,10,10,0.00,211.79,0.00,LAX
172.66.169.99,10,10,0.00,211.82,0.00,LAX
104.27.21.185,10,10,0.00,212.07,0.00,LAX
104.27.92.55,10,10,0.00,212.10,0.00,LAX
104.16.96.81,10,10,0.00,212.37,0.00,SJC
162.159.138.55,10,10,0.00,212.39,0.00,FRA
104.25.122.39,10,10,0.00,212.50,0.00,LAX
104.25.19.200,10,10,0.00,212.50,0.00,LAX
104.16.16.91,10,10,0.00,212.68,0.00,SJC
162.159.160.39,10,10,0.00,212.77,0.00,FRA
104.17.44.253,10,10,0.00,212.80,0.00,SJC
104.17.49.176,10,10,0.00,213.10,0.00,SJC
104.16.44.125,10,10,0.00,213.34,0.00,SJC
104.17.68.50,10,10,0.00,213.40,0.00,SJC
104.27.88.10,10,10,0.00,213.58,0.00,LAX
104.25.41.120,10,10,0.00,213.60,0.00,LAX
172.64.68.94,10,10,0.00,213.86,0.00,LAX
104.17.82.239,10,10,0.00,213.90,0.00,SJC
104.24.64.19,10,10,0.00,214.12,0.00,LAX
104.25.190.221,10,10,0.00,214.19,0.00,LAX
104.27.64.246,10,10,0.00,214.32,0.00,LAX
104.17.96.51,10,10,0.00,214.50,0.00,SJC
104.25.114.209,10,10,0.00,215.10,0.00,LAX
141.101.123.182,10,10,0.00,215.28,0.00,SJC
198.41.223.230,10,10,0.00,215.30,0.00,LAX
162.159.137.68,10,10,0.00,215.37,0.00,FRA
104.17.66.22,10,10,0.00,215.80,0.00,SJC
104.25.249.16,10,10,0.00,215.82,0.00,LAX
104.26.4.236,10,10,0.00,215.99,0.00,HKG
104.16.59.250,10,10,0.00,216.03,0.00,SJC
104.25.85.165,10,10,0.00,216.10,0.00,LAX
104.19.120.187,10,10,0.00,216.74,0.00,LAX
172.66.162.119,10,10,0.00,216.90,0.00,LAX
172.67.106.208,10,10,0.00,217.03,0.00,LAX
104.24.187.102,10,10,0.00,217.26,0.00,LAX
104.19.6.181,10,10,0.00,217.57,0.00,LAX
104.16.75.37,10,10,0.00,217.72,0.00,SJC
104.25.44.219,10,10,0.00,218.40,0.00,LAX
104.25.148.26,10,10,0.00,218.80,0.00,LAX
104.17.112.100,10,10,0.00,218.90,0.00,LAX
104.24.32.63,10,10,0.00,218.91,0.00,LAX
104.25.21.85,10,10,0.00,219.40,0.00,LAX
104.16.48.133,10,10,0.00,219.62,0.00,SJC
104.16.36.5,10,10,0.00,219.81,0.00,SJC
172.66.45.235,10,10,0.00,220.75,0.00,LAX
172.66.138.197,10,10,0.00,221.05,0.00,LAX
104.25.138.83,10,10,0.00,222.10,0.00,LAX
104.25.111.35,10,10,0.00,222.50,0.00,LAX
172.65.192.14,10,10,0.00,222.59,0.00,LAX
104.25.177.149,10,10,0.00,222.80,0.00,LAX
104.16.58.76,10,10,0.00,223.19,0.00,SJC
172.67.120.174,10,10,0.00,223.19,0.00,LAX
104.16.28.63,10,10,0.00,223.69,0.00,SJC
104.24.37.191,10,10,0.00,224.15,0.00,LAX
172.64.79.15,10,10,0.00,224.80,0.00,SJC
104.24.136.126,10,10,0.00,225.17,0.00,LAX
104.24.239.41,10,10,0.00,225.40,0.00,LAX
104.25.245.180,10,10,0.00,225.66,0.00,LAX
172.67.96.60,10,10,0.00,226.00,0.00,LAX
104.24.238.232,10,10,0.00,226.30,0.00,LAX
172.67.108.139,10,10,0.00,226.83,0.00,LAX
104.24.251.65,10,10,0.00,227.40,0.00,LAX
104.24.135.45,10,10,0.00,227.63,0.00,LAX
172.67.109.66,10,10,0.00,228.21,0.00,LAX
162.159.91.205,10,10,0.00,228.97,0.00,AMS
172.67.80.226,10,10,0.00,229.42,0.00,LAX
104.27.76.215,10,10,0.00,229.46,0.00,LAX
104.25.216.83,10,10,0.00,229.51,0.00,LAX
104.24.167.169,10,10,0.00,230.38,0.00,LAX
104.24.137.185,10,10,0.00,230.58,0.00,LAX
172.64.69.74,10,10,0.00,231.22,0.00,LAX
104.27.0.32,10,10,0.00,231.41,0.00,LAX
188.114.97.49,10,10,0.00,232.33,0.00,AMS
104.25.231.151,10,10,0.00,232.59,0.00,LAX
104.25.208.1,10,10,0.00,232.60,0.00,LAX
104.25.70.35,10,10,0.00,233.80,0.00,LAX
104.26.6.198,10,10,0.00,233.99,0.00,HKG
172.64.234.199,10,10,0.00,233.99,0.00,DEN
104.24.162.199,10,10,0.00,234.09,0.00,LAX
104.19.14.86,10,10,0.00,234.19,0.00,LAX
104.24.70.132,10,10,0.00,235.04,0.00,LAX
172.64.67.90,10,10,0.00,235.06,0.00,LAX
104.27.50.202,10,10,0.00,235.34,0.00,LAX
104.27.52.18,10,10,0.00,235.83,0.00,LAX
172.65.164.39,10,10,0.00,235.84,0.00,LAX
104.24.245.83,10,10,0.00,236.50,0.00,LAX
198.41.218.32,10,10,0.00,238.08,0.00,LAX
172.66.200.25,10,10,0.00,239.21,0.00,LAX
104.24.213.100,10,10,0.00,240.50,0.00,LAX
104.24.149.158,10,10,0.00,241.16,0.00,LAX
188.114.98.20,10,10,0.00,241.91,0.00,AMS
104.27.93.76,10,10,0.00,241.98,0.00,LAX
172.66.144.12,10,10,0.00,242.68,0.00,LAX
104.21.201.134,10,10,0.00,242.70,0.00,LAX
104.27.80.210,10,10,0.00,243.81,0.00,LAX
104.19.10.194,10,10,0.00,243.99,0.00,LAX
104.27.54.30,10,10,0.00,244.32,0.00,LAX
162.159.141.163,10,10,0.00,245.85,0.00,FRA
104.24.206.184,10,10,0.00,246.00,0.00,LAX
104.25.126.251,10,10,0.00,246.00,0.00,LAX
104.24.224.24,10,10,0.00,246.70,0.00,LAX
141.101.122.232,10,10,0.00,247.18,0.00,SJC
104.17.80.210,10,10,0.00,247.40,0.00,SJC
104.24.155.241,10,10,0.00,247.49,0.00,LAX
104.17.92.154,10,10,0.00,247.50,0.00,SJC
104.27.18.60,10,10,0.00,247.96,0.00,LAX
172.66.212.128,10,10,0.00,248.32,0.00,LAX
104.16.88.189,10,10,0.00,248.63,0.00,SJC
172.64.52.15,10,10,0.00,248.93,0.00,LAX
104.17.73.248,10,10,0.00,249.30,0.00,SJC
104.24.247.190,10,10,0.00,249.30,0.00,LAX
172.66.129.177,10,10,0.00,249.79,0.00,LAX
104.24.166.3,10,10,0.00,250.06,0.00,LAX
104.24.194.29,10,10,0.00,250.25,0.00,LAX
104.17.47.200,10,10,0.00,250.70,0.00,SJC
104.27.59.185,10,10,0.00,250.98,0.00,LAX
104.16.39.69,10,10,0.00,251.34,0.00,SJC
104.24.142.5,10,10,0.00,251.65,0.00,LAX
104.24.181.215,10,10,0.00,251.87,0.00,LAX
104.25.108.15,10,10,0.00,252.70,0.00,LAX
104.24.182.77,10,10,0.00,252.73,0.00,LAX
104.25.221.166,10,10,0.00,252.83,0.00,LAX
104.17.95.171,10,10,0.00,253.10,0.00,SJC
104.25.195.68,10,10,0.00,253.31,0.00,LAX
104.17.105.0,10,10,0.00,253.85,0.00,SJC
104.19.16.123,10,10,0.00,253.92,0.00,LAX
162.159.135.178,10,10,0.00,254.14,0.00,FRA
104.27.58.186,10,10,0.00,254.16,0.00,LAX
172.66.143.196,10,10,0.00,254.21,0.00,LAX
162.159.94.13,10,10,0.00,254.34,0.00,FRA
104.27.94.97,10,10,0.00,254.70,0.00,LAX
188.114.96.253,10,10,0.00,254.88,0.00,AMS
104.17.71.141,10,10,0.00,255.00,0.00,SJC
104.16.189.85,10,10,0.00,255.75,0.00,LAX
104.24.18.8,10,10,0.00,255.77,0.00,LAX
162.159.128.71,10,10,0.00,255.83,0.00,FRA
104.17.254.25,10,10,0.00,256.02,0.00,LAX
104.27.107.191,10,10,0.00,256.23,0.00,LAX
104.24.131.190,10,10,0.00,256.36,0.00,LAX
104.24.175.67,10,10,0.00,256.55,0.00,LAX
104.24.38.48,10,10,0.00,257.07,0.00,LAX
104.17.56.203,10,10,0.00,257.30,0.00,SJC
104.17.98.183,10,10,0.00,257.30,0.00,SJC
104.25.77.32,10,10,0.00,257.30,0.00,LAX
104.17.67.5,10,10,0.00,257.40,0.00,SJC
104.25.58.193,10,10,0.00,258.10,0.00,LAX
104.24.189.69,10,10,0.00,258.30,0.00,LAX
104.24.49.206,10,10,0.00,258.83,0.00,LAX
104.19.18.89,10,10,0.00,259.11,0.00,LAX
104.24.154.64,10,10,0.00,259.11,0.00,LAX
104.25.9.205,10,10,0.00,260.00,0.00,LAX
104.19.12.105,10,10,0.00,260.23,0.00,LAX
188.114.99.69,10,10,0.00,260.46,0.00,AMS
104.24.134.31,10,10,0.00,260.84,0.00,LAX
104.24.83.97,10,10,0.00,261.93,0.00,LAX
104.19.19.38,10,10,0.00,262.80,0.00,LAX
104.25.98.157,10,10,0.00,264.00,0.00,LAX
172.65.191.45,10,10,0.00,264.07,0.00,LAX
104.25.28.140,10,10,0.00,264.40,0.00,LAX
104.24.195.224,10,10,0.00,264.46,0.00,LAX
104.24.241.55,10,10,0.00,264.80,0.00,LAX
104.24.93.55,10,10,0.00,265.28,0.00,LAX
104.24.210.30,10,10,0.00,265.80,0.00,LAX
172.64.78.53,10,10,0.00,265.89,0.00,PHX
104.27.67.212,10,10,0.00,265.94,0.00,LAX
104.19.7.250,10,10,0.00,266.06,0.00,LAX
104.27.41.25,10,10,0.00,266.29,0.00,LAX
104.25.121.11,10,10,0.00,266.90,0.00,LAX
104.24.215.51,10,10,0.00,267.00,0.00,LAX
104.26.0.172,10,10,0.00,267.12,0.00,HKG
104.27.47.178,10,10,0.00,267.72,0.00,LAX
104.24.94.29,10,10,0.00,267.81,0.00,LAX
104.27.66.131,10,10,0.00,268.00,0.00,LAX
104.24.59.176,10,10,0.00,268.29,0.00,LAX
162.159.140.130,10,10,0.00,268.30,0.00,FRA
104.24.25.8,10,10,0.00,268.84,0.00,LAX
104.26.12.72,10,10,0.00,270.30,0.00,HKG
104.24.87.30,10,10,0.00,270.39,0.00,LAX
104.25.59.34,10,10,0.00,270.40,0.00,LAX
104.25.68.165,10,10,0.00,270.60,0.00,LAX
172.64.66.173,10,10,0.00,271.87,0.00,LAX
104.24.6.176,10,10,0.00,271.92,0.00,LAX
104.24.179.58,10,10,0.00,271.93,0.00,LAX
104.16.68.91,10,10,0.00,272.76,0.00,SJC
104.24.1.32,10,10,0.00,272.77,0.00,LAX
104.24.128.229,10,10,0.00,273.39,0.00,LAX
104.24.196.37,10,10,0.00,273.48,0.00,LAX
162.159.90.37,10,10,0.00,273.56,0.00,AMS
104.19.3.4,10,10,0.00,273.98,0.00,LAX
104.25.0.138,10,10,0.00,274.30,0.00,LAX
104.24.159.91,10,10,0.00,274.87,0.00,LAX
104.25.97.163,10,10,0.00,275.00,0.00,LAX
104.24.67.197,10,10,0.00,275.39,0.00,LAX
104.25.206.0,10,10,0.00,276.02,0.00,LAX
104.25.81.106,10,10,0.00,276.30,0.00,LAX
104.24.191.1,10,10,0.00,276.57,0.00,LAX
104.24.21.117,10,10,0.00,277.25,0.00,LAX
104.24.20.6,10,10,0.00,278.15,0.00,LAX
104.24.11.176,10,10,0.00,278.16,0.00,LAX
104.25.17.89,10,10,0.00,278.30,0.00,LAX
172.64.144.148,10,10,0.00,278.56,0.00,LAX
104.24.15.92,10,10,0.00,278.61,0.00,LAX
104.27.44.252,10,10,0.00,278.72,0.00,LAX
104.24.204.211,10,10,0.00,279.70,0.00,LAX
104.25.56.120,10,10,0.00,280.40,0.00,LAX
172.66.175.11,10,10,0.00,280.43,0.00,LAX
104.25.24.150,10,10,0.00,281.90,0.00,LAX
104.25.39.97,10,10,0.00,283.20,0.00,LAX
104.19.20.4,10,10,0.00,284.02,0.00,LAX
104.24.36.140,10,10,0.00,284.26,0.00,LAX
104.25.133.195,10,10,0.00,284.80,0.00,LAX
104.24.43.17,10,10,0.00,284.95,0.00,LAX
104.25.214.95,10,10,0.00,286.03,0.00,LAX
104.24.26.138,10,10,0.00,286.04,0.00,LAX
172.66.130.6,10,10,0.00,286.81,0.00,LAX
162.159.93.63,10,10,0.00,287.08,0.00,FRA
172.66.165.239,10,10,0.00,288.00,0.00,LAX
172.66.213.233,10,10,0.00,288.04,0.00,LAX
172.66.128.155,10,10,0.00,288.05,0.00,LAX
172.66.133.2,10,10,0.00,289.35,0.00,LAX
104.24.90.112,10,10,0.00,289.76,0.00,LAX
172.66.149.92,10,10,0.00,290.14,0.00,LAX
104.24.33.207,10,10,0.00,290.56,0.00,LAX
172.66.204.40,10,10,0.00,290.87,0.00,LAX
104.24.52.112,10,10,0.00,291.81,0.00,LAX
104.25.29.249,10,10,0.00,292.40,0.00,LAX
104.24.62.106,10,10,0.00,294.48,0.00,LAX
172.66.160.169,10,10,0.00,296.17,0.00,LAX
172.66.131.251,10,10,0.00,296.71,0.00,LAX
104.25.103.38,10,10,0.00,298.00,0.00,LAX
162.159.133.246,10,10,0.00,298.58,0.00,FRA
172.66.161.249,10,10,0.00,299.00,0.00,LAX
104.25.237.38,10,10,0.00,299.63,0.00,LAX
104.24.199.4,10,10,0.00,300.20,0.00,LAX
104.24.92.53,10,10,0.00,300.91,0.00,LAX
104.24.81.231,10,10,0.00,302.69,0.00,LAX
104.25.54.64,10,10,0.00,303.10,0.00,LAX
104.25.78.125,10,10,0.00,303.20,0.00,LAX
104.24.249.10,10,10,0.00,304.00,0.00,LAX
172.66.172.87,10,10,0.00,304.31,0.00,LAX
104.25.91.17,10,10,0.00,304.80,0.00,LAX
104.27.14.218,10,10,0.00,304.96,0.00,LAX
172.67.126.222,10,10,0.00,305.26,0.00,LAX
104.25.189.13,10,10,0.00,306.02,0.00,LAX
104.25.74.18,10,10,0.00,306.40,0.00,LAX
172.67.112.215,10,10,0.00,308.67,0.00,LAX
104.25.162.1,10,10,0.00,309.89,0.00,LAX
104.25.96.229,10,10,0.00,310.00,0.00,LAX
104.25.150.125,10,10,0.00,310.32,0.00,LAX
104.24.9.249,10,10,0.00,310.52,0.00,LAX
104.16.89.92,10,10,0.00,310.63,0.00,SJC
104.25.18.136,10,10,0.00,310.80,0.00,LAX
104.25.225.132,10,10,0.00,311.42,0.00,LAX
104.25.248.120,10,10,0.00,311.59,0.00,LAX
172.66.176.96,10,10,0.00,311.70,0.00,LAX
104.27.71.216,10,10,0.00,311.82,0.00,LAX
172.66.194.22,10,10,0.00,311.99,0.00,LAX
172.67.94.51,10,10,0.00,312.81,0.00,LAX
104.24.170.184,10,10,0.00,312.91,0.00,LAX
104.24.252.8,10,10,0.00,313.00,0.00,LAX
104.25.4.30,10,10,0.00,313.20,0.00,LAX
104.24.34.30,10,10,0.00,314.04,0.00,LAX
162.159.129.93,10,10,0.00,314.74,0.00,FRA
104.25.15.149,10,10,0.00,315.90,0.00,LAX
104.25.79.40,10,10,0.00,316.40,0.00,LAX
104.25.86.46,10,10,0.00,317.10,0.00,LAX
104.24.63.60,10,10,0.00,317.33,0.00,LAX
104.24.51.124,10,10,0.00,318.39,0.00,LAX
104.24.31.140,10,10,0.00,319.02,0.00,LAX
104.25.75.22,10,10,0.00,319.50,0.00,LAX
104.24.85.128,10,10,0.00,320.51,0.00,LAX
104.24.236.122,10,10,0.00,320.70,0.00,LAX
104.25.95.182,10,10,0.00,320.90,0.00,LAX
104.25.16.81,10,10,0.00,321.50,0.00,LAX
104.24.88.52,10,10,0.00,322.69,0.00,LAX
172.66.145.183,10,10,0.00,323.30,0.00,LAX
104.24.138.115,10,10,0.00,323.45,0.00,LAX
104.25.72.176,10,10,0.00,323.50,0.00,LAX
104.25.92.243,10,10,0.00,323.60,0.00,LAX
104.24.254.113,10,10,0.00,324.10,0.00,LAX
104.25.12.109,10,10,0.00,324.40,0.00,LAX
104.24.82.152,10,10,0.00,324.45,0.00,LAX
104.25.159.184,10,10,0.00,324.49,0.00,LAX
104.24.80.213,10,10,0.00,324.83,0.00,LAX
104.25.188.37,10,10,0.00,326.78,0.00,LAX
104.25.229.153,10,10,0.00,326.81,0.00,LAX
104.25.230.227,10,10,0.00,326.84,0.00,LAX
172.66.153.249,10,10,0.00,327.42,0.00,LAX
172.65.223.239,10,10,0.00,329.66,0.00,CDG
104.25.26.39,10,10,0.00,330.70,0.00,LAX
172.65.255.77,10,10,0.00,331.03,0.00,MAD
104.24.40.28,10,10,0.00,331.69,0.00,LAX
104.25.163.254,10,10,0.00,331.72,0.00,LAX
104.25.235.5,10,10,0.00,333.19,0.00,LAX
104.25.244.110,10,10,0.00,333.40,0.00,LAX
172.66.174.23,10,10,0.00,333.42,0.00,LAX
104.25.254.135,10,10,0.00,333.71,0.00,LAX
104.25.129.157,10,10,0.00,333.87,0.00,LAX
104.25.210.166,10,10,0.00,333.92,0.00,LAX
104.25.130.171,10,10,0.00,334.30,0.00,LAX
104.25.200.165,10,10,0.00,334.81,0.00,LAX
104.25.143.73,10,10,0.00,334.87,0.00,LAX
104.27.101.235,10,10,0.00,335.50,0.00,LAX
104.24.152.22,10,10,0.00,335.57,0.00,LAX
172.66.164.62,10,10,0.00,335.63,0.00,LAX
104.25.255.36,10,10,0.00,336.54,0.00,LAX
172.67.121.5,10,10,0.00,336.70,0.00,LAX
172.65.210.74,10,10,0.00,336.80,0.00,CDG
104.24.17.241,10,10,0.00,337.25,0.00,LAX
172.67.83.195,10,10,0.00,338.08,0.00,LAX
104.24.19.14,10,10,0.00,338.45,0.00,LAX
104.25.187.249,10,10,0.00,340.37,0.00,LAX
104.25.201.109,10,10,0.00,341.97,0.00,LAX
104.25.246.171,10,10,0.00,344.57,0.00,LAX
104.25.141.65,10,10,0.00,345.28,0.00,LAX
104.27.61.227,10,10,0.00,347.16,0.00,LAX
104.24.65.79,10,10,0.00,347.53,0.00,LAX
104.25.236.114,10,10,0.00,350.00,0.00,LAX
104.24.58.253,10,10,0.00,350.19,0.00,LAX
104.25.176.159,10,10,0.00,350.82,0.00,LAX
104.25.165.184,10,10,0.00,350.95,0.00,LAX
172.65.220.108,10,10,0.00,352.89,0.00,MAD
104.27.56.87,10,10,0.00,353.07,0.00,LAX
104.25.67.74,10,10,0.00,353.70,0.00,LAX
172.66.146.35,10,10,0.00,354.33,0.00,LAX
104.25.238.61,10,10,0.00,354.90,0.00,LAX
104.25.71.181,10,10,0.00,355.20,0.00,LAX
104.25.199.37,10,10,0.00,355.68,0.00,LAX
104.24.69.130,10,10,0.00,356.41,0.00,LAX
104.25.217.146,10,10,0.00,356.50,0.00,LAX
104.25.136.43,10,10,0.00,356.65,0.00,LAX
104.25.251.49,10,10,0.00,357.26,0.00,LAX
104.25.178.194,10,10,0.00,358.21,0.00,LAX
104.27.105.113,10,10,0.00,360.40,0.00,LAX
172.67.110.62,10,10,0.00,360.61,0.00,LAX
104.24.24.157,10,10,0.00,360.77,0.00,LAX
104.25.175.239,10,10,0.00,362.04,0.00,LAX
104.27.97.134,10,10,0.00,365.03,0.00,LAX
104.27.4.184,10,10,0.00,365.55,0.00,LAX
104.27.75.80,10,10,0.00,366.45,0.00,LAX
104.24.39.199,10,10,0.00,366.59,0.00,LAX
172.67.125.93,10,10,0.00,367.75,0.00,LAX
104.25.27.15,10,10,0.00,369.20,0.00,LAX
104.25.104.158,10,10,0.00,369.35,0.00,LAX
172.66.216.248,10,10,0.00,372.40,0.00,LAX
104.25.242.243,10,10,0.00,372.65,0.00,LAX
104.25.80.114,10,10,0.00,372.80,0.00,LAX
104.24.79.206,10,10,0.00,372.93,0.00,LAX
104.24.164.118,10,10,0.00,373.13,0.00,LAX
172.66.139.247,10,10,0.00,374.83,0.00,LAX
104.25.36.198,10,10,0.00,375.40,0.00,LAX
172.66.208.155,10,10,0.00,375.45,0.00,LAX
104.27.16.174,10,10,0.00,378.71,0.00,LAX
104.24.185.245,10,10,0.00,379.10,0.00,LAX
104.25.167.169,10,10,0.00,379.21,0.00,LAX
172.66.170.64,10,10,0.00,380.47,0.00,LAX
104.27.55.190,10,10,0.00,380.77,0.00,LAX
104.25.82.228,10,10,0.00,382.17,0.00,LAX
104.27.15.55,10,10,0.00,384.54,0.00,LAX
172.67.123.232,10,10,0.00,385.11,0.00,LAX
172.66.148.249,10,10,0.00,385.38,0.00,LAX
104.19.5.208,10,10,0.00,386.05,0.00,LAX
172.66.196.215,10,10,0.00,388.28,0.00,LAX
172.66.137.77,10,10,0.00,388.88,0.00,LAX
104.25.228.89,10,10,0.00,390.72,0.00,LAX
104.19.8.37,10,10,0.00,391.23,0.00,LAX
104.27.48.162,10,10,0.00,394.98,0.00,LAX
104.25.215.219,10,10,0.00,396.32,0.00,LAX
172.66.201.160,10,10,0.00,396.99,0.00,LAX
104.19.22.127,10,10,0.00,397.94,0.00,LAX
104.27.60.73,10,10,0.00,399.86,0.00,LAX
104.27.45.212,10,10,0.00,399.88,0.00,LAX
104.27.77.92,10,10,0.00,401.09,0.00,LAX
104.27.20.93,10,10,0.00,401.52,0.00,LAX
104.25.209.58,10,10,0.00,402.12,0.00,LAX
104.25.224.178,10,10,0.00,403.80,0.00,LAX
104.27.106.173,10,10,0.00,404.05,0.00,LAX
104.24.148.168,10,10,0.00,406.97,0.00,LAX
104.25.223.68,10,10,0.00,407.64,0.00,LAX
104.25.196.242,10,10,0.00,409.97,0.00,LAX
104.27.40.13,10,10,0.00,410.25,0.00,LAX
104.25.179.114,10,10,0.00,411.85,0.00,LAX
104.25.93.116,10,10,0.00,414.60,0.00,LAX
104.25.169.252,10,10,0.00,415.16,0.00,LAX
172.66.147.171,10,10,0.00,422.26,0.00,LAX
104.25.6.242,10,10,0.00,422.80,0.00,LAX
104.25.152.216,10,10,0.00,424.14,0.00,LAX
104.25.116.211,10,10,0.00,424.17,0.00,LAX
104.24.221.209,10,10,0.00,427.60,0.00,LAX
104.25.181.41,10,10,0.00,428.52,0.00,LAX
104.25.2.141,10,10,0.00,429.40,0.00,LAX
104.27.81.231,10,10,0.00,429.89,0.00,LAX
104.24.214.78,10,10,0.00,430.80,0.00,LAX
104.24.242.179,10,10,0.00,431.90,0.00,LAX
172.67.81.218,10,10,0.00,432.00,0.00,LAX
172.66.198.96,10,10,0.00,432.28,0.00,LAX
172.67.88.217,10,10,0.00,432.74,0.00,LAX
104.24.246.228,10,10,0.00,433.50,0.00,LAX
104.25.99.149,10,10,0.00,433.79,0.00,LAX
172.66.154.8,10,10,0.00,434.19,0.00,LAX
104.16.0.191,10,10,0.00,434.56,0.00,LAX
104.27.89.254,10,10,0.00,435.35,0.00,LAX
172.66.193.234,10,10,0.00,437.00,0.00,LAX
104.27.98.81,10,10,0.00,439.98,0.00,LAX
172.67.122.52,10,10,0.00,440.79,0.00,LAX
104.24.163.28,10,10,0.00,440.93,0.00,LAX
104.24.86.27,10,10,0.00,441.66,0.00,LAX
104.24.28.94,10,10,0.00,442.29,0.00,LAX
104.24.132.89,10,10,0.00,443.75,0.00,LAX
104.24.140.209,10,10,0.00,444.25,0.00,LAX
172.67.105.153,10,10,0.00,445.14,0.00,LAX
104.24.178.39,10,10,0.00,445.56,0.00,LAX
104.24.3.43,10,10,0.00,446.14,0.00,LAX
172.67.119.145,10,10,0.00,454.20,0.00,LAX
104.24.4.139,10,10,0.00,454.54,0.00,LAX
104.24.54.60,10,10,0.00,455.79,0.00,LAX
104.24.157.103,10,10,0.00,456.59,0.00,LAX
104.24.78.228,10,10,0.00,459.58,0.00,LAX
104.25.232.35,10,10,0.00,461.15,0.00,LAX
104.25.219.254,10,10,0.00,462.10,0.00,LAX
172.67.90.227,10,10,0.00,463.31,0.00,LAX
104.25.234.229,10,10,0.00,465.34,0.00,LAX
104.24.203.22,10,10,0.00,465.40,0.00,LAX
104.25.149.186,10,10,0.00,466.15,0.00,LAX
104.24.228.142,10,10,0.00,472.20,0.00,LAX
172.65.230.173,10,10,0.00,473.87,0.00,WAW
104.25.202.146,10,10,0.00,474.43,0.00,LAX
104.21.94.129,10,10,0.00,478.08,0.00,LAX
104.24.233.88,10,10,0.00,478.60,0.00,LAX
104.24.232.213,10,10,0.00,483.90,0.00,LAX
104.24.225.103,10,10,0.00,486.10,0.00,LAX
104.27.65.161,10,10,0.00,487.71,0.00,LAX
104.25.11.50,10,10,0.00,488.50,0.00,LAX
104.27.85.150,10,10,0.00,489.84,0.00,LAX
104.27.108.30,10,10,0.00,497.97,0.00,LAX
172.65.163.185,10,10,0.00,500.70,0.00,LAX
104.25.94.225,10,10,0.00,501.64,0.00,LAX
172.66.205.214,10,10,0.00,502.34,0.00,LAX
104.19.13.81,10,10,0.00,502.50,0.00,LAX
104.25.42.60,10,10,0.00,503.44,0.00,LAX
104.24.10.3,10,10,0.00,505.03,0.00,LAX
104.25.109.27,10,10,0.00,505.48,0.00,LAX
172.67.85.122,10,10,0.00,512.09,0.00,LAX
104.19.21.214,10,10,0.00,512.75,0.00,LAX
104.25.55.133,10,10,0.00,519.17,0.00,LAX
172.67.87.150,10,10,0.00,520.24,0.00,LAX
172.65.183.31,10,10,0.00,521.31,0.00,LAX
104.24.186.97,10,10,0.00,525.14,0.00,LAX
172.67.124.231,10,10,0.00,529.82,0.00,LAX
104.24.200.242,10,10,0.00,546.00,0.00,LAX
104.24.226.51,10,10,0.00,570.18,0.00,LAX
104.25.33.95,10,10,0.00,595.00,0.00,LAX
172.67.222.19,10,10,0.00,680.85,0.00,LAX
172.67.156.184,10,10,0.00,737.74,0.00,LAX
172.67.254.66,10,10,0.00,770.28,0.00,LAX
172.67.248.49,10,10,0.00,818.03,0.00,LAX
104.21.59.156,10,10,0.00,955.47,0.00,LAX
104.17.198.103,10,9,0.10,164.89,0.00,SJC
104.17.185.191,10,9,0.10,168.50,0.00,SJC
104.17.124.134,10,9,0.10,169.06,0.00,SJC
104.17.189.159,10,9,0.10,170.34,0.00,SJC
104.17.123.147,10,9,0.10,170.84,0.00,SJC
104.17.187.69,10,9,0.10,170.88,0.00,SJC
104.17.177.86,10,9,0.10,172.50,0.00,SJC
104.17.178.132,10,9,0.10,174.05,0.00,SJC
104.17.167.141,10,9,0.10,175.50,0.00,SJC
104.17.168.21,10,9,0.10,211.76,0.00,SJC
104.17.134.219,10,9,0.10,211.94,0.00,SJC
104.26.8.68,10,9,0.10,223.25,0.00,HKG
104.17.118.76,10,9,0.10,257.06,0.00,SJC
104.17.216.210,10,8,0.20,164.42,0.00,SJC
104.17.220.53,10,8,0.20,164.50,0.00,SJC
104.17.213.229,10,8,0.20,164.63,0.00,SJC
104.17.200.5,10,8,0.20,167.57,0.00,SJC
104.17.204.254,10,8,0.20,168.57,0.00,SJC
104.17.205.144,10,8,0.20,168.82,0.00,SJC
104.17.211.36,10,8,0.20,169.12,0.00,SJC
104.17.182.56,10,8,0.20,170.81,0.00,SJC
104.17.210.234,10,8,0.20,171.62,0.00,SJC
104.17.153.38,10,8,0.20,214.08,0.00,SJC
104.17.144.88,10,8,0.20,215.19,0.00,SJC
104.17.139.221,10,8,0.20,217.82,0.00,SJC
104.17.161.30,10,8,0.20,220.50,0.00,SJC
104.17.163.35,10,8,0.20,221.62,0.00,SJC
104.17.151.182,10,8,0.20,222.37,0.00,SJC
104.17.145.247,10,8,0.20,228.25,0.00,SJC
104.17.231.192,10,7,0.30,166.29,0.00,SJC
104.17.230.209,10,7,0.30,166.58,0.00,SJC
104.17.233.113,10,7,0.30,166.89,0.00,SJC
104.17.237.32,10,7,0.30,166.91,0.00,SJC
104.17.236.221,10,7,0.30,168.27,0.00,SJC
104.17.224.32,10,7,0.30,168.65,0.00,SJC
104.17.229.174,10,7,0.30,169.65,0.00,SJC
104.17.235.217,10,7,0.30,171.14,0.00,SJC
104.17.221.61,10,7,0.30,171.38,0.00,SJC
104.17.218.39,10,7,0.30,171.65,0.00,SJC
